ID,Name (English),Full Name (English),URL,Language,Name,Full Name,Familiar-ish Script,Given Name Usually First
2975,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Min Nan,Elizabeth,Elizabeth 1-sè,Yes,Yes
2976,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Bashkir,Елизавета,Елизавета I,Yes,No
2977,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Belarusian,Лізавета,Лізавета I,Yes,Yes
2978,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Belarusian (Taraškievica),Лізавета,Лізавета I,Yes,Yes
2979,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Bulgarian,Елизабет,Елизабет I,Yes,Yes
2980,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Bosnian,Elizabeta,Elizabeta I,Yes,Yes
2981,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Breton,Elesbed,Elesbed Iañ,Yes,Yes
2982,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Buryat (Russia),Англиин,Англиин I Елизавета,Yes,No
2983,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Catalan,Elisabet,Elisabet I d'Anglaterra,Yes,Yes
2984,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Chuvash,Елизавета,Елизавета I,Yes,Yes
2985,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Cebuano,Elizabeth,Elizabeth I sa Ingglatera,Yes,Yes
2986,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Czech,Alžběta,Alžběta I.,Yes,Yes
2987,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Welsh,Elisabeth,Elisabeth I,Yes,Yes
2988,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Danish,Elizabeth,Elizabeth 1. af England,Yes,Yes
2989,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,German,Elisabeth,Elisabeth I.,Yes,Yes
2990,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Estonian,Elizabeth,Elizabeth I,Yes,Yes
2991,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Greek,Ελισάβετ,Ελισάβετ Α΄ της Αγγλίας,Yes,Yes
2992,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Erzya,I,I Елизавета,Yes,No
2993,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Spanish,Isabel,Isabel I de Inglaterra,Yes,Yes
2994,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Esperanto,Elizabeto,Elizabeto la 1-a,Yes,Yes
2995,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Basque,Elisabet,Elisabet I.a Ingalaterrakoa,Yes,Yes
2996,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Persian,الیزابت,الیزابت یکم انگلستان,Yes,Yes
2997,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Fiji Hindi,Elizabeth,Elizabeth I of England,Yes,Yes
2998,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,French,Élisabeth,Élisabeth Ire,Yes,Yes
2999,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,West Frisian,Elizabeth,Elizabeth I fan Ingelân,Yes,Yes
3000,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Irish,Eilís,Eilís I Shasana,Yes,Yes
3001,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Manx,Ealisaid,Ealisaid I Hostyn,Yes,Yes
3002,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Scottish Gaelic,Bàn-righ,Bàn-righ Ealasaid I,Yes,Yes
3003,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Galician,Isabel,Isabel I de Inglaterra,Yes,Yes
3004,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Gan Chinese,伊麗莎白一世,伊麗莎白一世,No,idk
3005,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Gujarati,ઇંગ્લેન્ડના,ઇંગ્લેન્ડના એલિઝાબેથ પ્રથમ,No,idk
3006,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Korean,엘리자베스,엘리자베스 1세,No,idk
3007,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Hausa,Elizabeth,Elizabeth I,Yes,Yes
3008,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Armenian,Եղիսաբեթ,Եղիսաբեթ I,No,idk
3009,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Hindi,एलिज़ाबेथ,एलिज़ाबेथ प्रथम,No,idk
3010,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Croatian,Elizabeta,Elizabeta I.,Yes,Yes
3011,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Ido,Elizabeth,Elizabeth la 1ma di Anglia,Yes,Yes
3012,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Ilokano,Isabel,Isabel I iti Inglatera,Yes,Yes
3013,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Indonesian,Elizabeth,Elizabeth I dari Inggris,Yes,Yes
3014,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Interlingua,Elizabeth,Elizabeth I de Anglaterra,Yes,Yes
3015,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Icelandic,Elísabet,Elísabet 1.,Yes,Yes
3016,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Italian,Elisabetta,Elisabetta I d'Inghilterra,Yes,Yes
3017,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Hebrew,אליזבת,אליזבת הראשונה,No,idk
3018,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Javanese,Elizabeth,Elizabeth I saking Britania Raya,Yes,Yes
3019,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Kannada language,ಮೊದಲನೆಯ,ಮೊದಲನೆಯ ಎಲಿಜಬೆಥ್,No,idk
3020,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Georgian,ელისაბედ,ელისაბედ I,No,idk
3021,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Kazakh,I,I Елизавета,Yes,No
3022,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Cornish,Elisabeth,Elisabeth I a Bow Sows,Yes,Yes
3023,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Swahili,Elizabeth,Elizabeth I wa Uingereza,Yes,Yes
3024,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Guianan Creole,Élisabeth,Élisabeth Ir di Anglétèr,Yes,Yes
3025,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Latin,Elizabetha,Elizabetha I,Yes,Yes
3026,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Latvian,Elizabete,Elizabete I,Yes,Yes
3027,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Luxembourgish,Elizabeth,Elizabeth I. vun England,Yes,Yes
3028,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Lezgian,I,I Елизавета,Yes,No
3029,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Lithuanian,Elžbieta,Elžbieta I,Yes,Yes
3030,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Ligurian,Elizabetta,Elizabetta I d'Inghiltæra,Yes,Yes
3031,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Limburgish,Elizabeth,Elizabeth I van Ingelandj,Yes,Yes
3032,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Lingua Franca Nova,Elizabeth,Elizabeth 1,Yes,Yes
3033,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Livvi-Karelian,Elisabeth,Elisabeth I,Yes,Yes
3034,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Lombard,Lisabetta,Lisabetta I d'Inghilterra,Yes,Yes
3035,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Hungarian,I.,I. Erzsébet angol királynő,Yes,No
3036,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Maithili,एलिजाबेथ,एलिजाबेथ प्रथम,No,idk
3037,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Macedonian,Елизабета,Елизабета I,Yes,Yes
3038,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Malagasy,Elizabeth,Elizabeth I an'i Angletera,Yes,Yes
3039,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Malayalam,എലിസബത്ത്,എലിസബത്ത് I,No,idk
3040,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Marathi,पहिली,पहिली एलिझाबेथ,No,idk
3041,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Mingrelian,ელიზაბეთ,ელიზაბეთ I,No,idk
3042,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Egyptian Arabic,اليزابيث,اليزابيث الاولى ملكة انجلترا,Yes,Yes
3043,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Malay,Elizabeth,Elizabeth I dari England,Yes,Yes
3044,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Minangkabau,Elizabeth,Elizabeth I dari Inggirih,Yes,Yes
3045,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Mongolian,I,I Элизабет,Yes,No
3046,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Burmese,အယ်လီဇဘက်,အယ်လီဇဘက် ပထမ,No,idk
3047,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Dutch,Elizabeth,Elizabeth I van Engeland,Yes,Yes
3048,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Nepali,एलिजाबेथ,एलिजाबेथ प्रथम,No,idk
3049,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Newar / Nepal Bhasa,बेलायतयाम्ह,बेलायतयाम्ह एलिजाबेथ प्रथम,No,idk
3050,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Japanese,エリザベス1世,エリザベス1世,No,idk
3051,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Chechen,Елизавета,Елизавета I,Yes,Yes
3052,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Norwegian (Bokmål),Elizabeth,Elizabeth I av England,Yes,Yes
3053,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Norwegian (Nynorsk),Elisabet,Elisabet I av England,Yes,Yes
3054,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Occitan,Elisabèt,Elisabèt I d'Anglatèrra,Yes,Yes
3055,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Uzbek,Elizabeth,Elizabeth I,Yes,No
3056,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Eastern Punjabi,ਅਲੀਜ਼ਾਬੈਥ,ਅਲੀਜ਼ਾਬੈਥ ਪਹਿਲੀ,No,idk
3057,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Western Punjabi,الزبتھ,الزبتھ I,Yes,Yes
3058,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Jamaican,Ilizibet,Ilizibet I a Ingglan,Yes,Yes
3059,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Piedmontese,Elisabeta,Elisabeta I d'Anghiltèra,Yes,Yes
3060,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Low Saxon,Elisabeth,Elisabeth I.,Yes,Yes
3061,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Polish,Elżbieta,Elżbieta I Tudor,Yes,Yes
3062,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Portuguese,Isabel,Isabel I de Inglaterra,Yes,Yes
3063,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Romanian,Elisabeta,Elisabeta I a Angliei,Yes,Yes
3064,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Quechua,Elisabeth,Elisabeth I,Yes,Yes
3065,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Rusyn,Алжбета,Алжбета I. Анґліцька,Yes,Yes
3066,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Russian,Елизавета,Елизавета I,Yes,Yes
3067,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Sakha,Харалыаба,Харалыаба Элизабет I,Yes,No
3068,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Sanskrit,एलिजबेथ्,एलिजबेथ् प्रथमा,No,idk
3069,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Scots,Elizabeth,Elizabeth I o Ingland,Yes,Yes
3070,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Albanian,Elizabeta,Elizabeta e Pare e Anglise,Yes,Yes
3071,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Sicilian,Lisabbetta,Lisabbetta I di Ngriterra,Yes,Yes
3072,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Sinhalese,පළමුවන,පළමුවන එළිසබෙත් රැජිණ - එංගලන්තය,No,idk
3073,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Simple English,Elizabeth,Elizabeth I,Yes,Yes
3074,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Slovak,Alžbeta,Alžbeta I.,Yes,Yes
3075,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Slovene,Elizabeta,Elizabeta I. Angleška,Yes,Yes
3076,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Sorani Kurdish,ئێلیزابێتی,ئێلیزابێتی یەکەمی ئینگلتەرا,Yes,Yes
3077,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Serbian,Елизабета,Елизабета I Тјудор,Yes,Yes
3078,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Serbo-Croatian,Elizabeta,Elizabeta I,Yes,Yes
3079,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Finnish,Elisabet,Elisabet I,Yes,Yes
3080,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Swedish,Elisabet,Elisabet I,Yes,Yes
3081,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Tagalog,Elizabeth,Elizabeth I ng Inglatera,Yes,Yes
3082,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Tamil,இங்கிலாந்தின்,இங்கிலாந்தின் முதலாம் எலிசபெத்,No,idk
3083,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Tatar,Yelizaveta,Yelizaveta I patşabikä,Yes,No
3084,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Telugu language,ఇంగ్లాండ్,ఇంగ్లాండ్ యొక్క ఎలిజబెత్ I,No,idk
3085,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Thai,สมเด็จพระราชินีนาถเอลิซาเบธที่,สมเด็จพระราชินีนาถเอลิซาเบธที่ 1 แห่งอังกฤษ,No,idk
3086,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Turkish,I.,I. Elizabeth,Yes,No
3087,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Ukrainian,Єлизавета,Єлизавета I,Yes,Yes
3088,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Urdu,ایلزبتھ,ایلزبتھ اول,Yes,Yes
3089,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Zhuang,Elizabeth,Elizabeth I,Yes,Yes
3090,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Veps,Elizavet,Elizavet I,Yes,Yes
3091,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Vietnamese,Elizabeth,Elizabeth I của Anh,Yes,Yes
3092,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Võro,Elizabeth,Elizabeth I,Yes,Yes
3093,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Waray,Elizabeth,Elizabeth I han Inglaterra,Yes,Yes
3094,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Wu,伊丽莎白一世,伊丽莎白一世,No,idk
3095,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Yiddish,עליזאבעט,עליזאבעט די ערשטע,No,idk
3096,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Yoruba,Elisabeti,Elisabeti Kìnní Ilẹ̀gẹ̀ẹ́sì,Yes,Yes
3097,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Cantonese,伊利沙伯一世,伊利沙伯一世,No,idk
3098,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Samogitian,Elžbieta,Elžbieta I,Yes,Yes
3099,Elizabeth,Elizabeth I of England,https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Chinese,伊丽莎白一世,伊丽莎白一世,No,idk
3100,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Afrikaans,Jakobus,Jakobus I van Engeland,Yes,Yes
3101,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Anglo-Saxon,Iacobus,Iacobus I Bretta Cyning,Yes,Yes
3102,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Arabic,جيمس,جيمس السادس والأول,Yes,Yes
3103,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Asturian,Xacobu,Xacobu I d'Inglaterra y VI d'Escocia,Yes,Yes
3104,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Azerbaijani,I,I Ceyms,Yes,No
3105,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Southern Azerbaijani,بیرینجی,بیرینجی جیمز,Yes,No
3106,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Min Nan,James,James 1-sè,Yes,Yes
3107,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Belarusian,Якаў,Якаў I,Yes,Yes
3108,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Bulgarian,Джеймс,Джеймс I,Yes,Yes
3109,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Bosnian,Jakov,Jakov I,Yes,Yes
3110,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Breton,Jakez,Jakez Iañ,Yes,Yes
3111,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Catalan,Jaume,Jaume I d'Anglaterra,Yes,Yes
3112,James,James VI and I,https://en.wikipedia.org/wiki/James_VI_and_I,Czech,Jakub,Jakub I. Stuart,Yes,Yes
