ID,Name (English),Full Name (English),URL,Language,Name,Full Name,Familiar-ish Script,Given Name Usually First
2053,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Serbian,Ричард,Ричард II Плантагенет,Yes,Yes
2054,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Serbo-Croatian,Richard,Richard II od Engleske,Yes,Yes
2055,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Finnish,Rikhard,Rikhard II,Yes,Yes
2056,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Swedish,Rikard,Rikard II av England,Yes,Yes
2057,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Thai,พระเจ้าริชาร์ดที่,พระเจ้าริชาร์ดที่ 2 แห่งอังกฤษ,No,idk
2058,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Turkish,II.,II. Richard,Yes,No
2059,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Ukrainian,Річард,Річард II,Yes,Yes
2060,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Urdu,رچرڈ,رچرڈ دوم شاہ انگلستان,Yes,Yes
2061,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Vietnamese,Richard,Richard II của Anh,Yes,Yes
2062,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Wu,理查二世,理查二世,No,idk
2063,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Cantonese,理察二世,理察二世,No,idk
2064,Richard,Richard II of England,https://en.wikipedia.org/wiki/Richard_II_of_England,Chinese,理查二世,理查二世,No,idk
2065,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Afrikaans,Hendrik,Hendrik IV van Engeland,Yes,Yes
2066,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Arabic,هنري,هنري الرابع ملك إنجلترا,Yes,Yes
2067,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Southern Azerbaijani,دؤردونجو,دؤردونجو هنری,Yes,No
2068,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Min Nan,Henry,Henry 4-sè,Yes,Yes
2069,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Belarusian,Генрых,Генрых IV,Yes,Yes
2070,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Bulgarian,Хенри,Хенри IV,Yes,Yes
2071,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Bosnian,Henrik,Henrik IV,Yes,Yes
2072,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Breton,Herri,Herri IV,Yes,Yes
2073,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Catalan,Enric,Enric IV d'Anglaterra,Yes,Yes
2074,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Czech,Jindřich,Jindřich IV. Anglický,Yes,Yes
2075,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Welsh,Harri,Harri IV,Yes,Yes
2076,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Danish,Henrik,Henrik 4. af England,Yes,Yes
2077,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,German,Heinrich,Heinrich IV.,Yes,Yes
2078,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Estonian,Henry,Henry IV,Yes,Yes
2079,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Greek,Ερρίκος,Ερρίκος Δ΄ της Αγγλίας,Yes,Yes
2080,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Spanish,Enrique,Enrique IV de Inglaterra,Yes,Yes
2081,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Esperanto,Henriko,Henriko la 4-a,Yes,Yes
2082,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Basque,Henrike,Henrike IV.a Ingalaterrakoa,Yes,Yes
2083,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Persian,هنری,هنری چهارم,Yes,Yes
2084,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,French,Henri,Henri IV,Yes,Yes
2085,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Irish,Anraí,Anraí IV Shasana,Yes,Yes
2086,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Galician,Henrique,Henrique IV de Inglaterra,Yes,Yes
2087,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Korean,헨리,헨리 4세,No,idk
2088,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Armenian,Հենրի,Հենրի IV,No,idk
2089,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Hindi,इंग्लैंड,इंग्लैंड के हेनरी चतुर्थ,No,idk
2090,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Croatian,Henrik,Henrik IV.,Yes,Yes
2091,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Ido,Henry,Henry la 4ma di Anglia,Yes,Yes
2092,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Indonesian,Henry,Henry IV dari Inggris,Yes,Yes
2093,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Icelandic,Hinrik,Hinrik 4. Englandskonungur,Yes,Yes
2094,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Italian,Enrico,Enrico IV d'Inghilterra,Yes,Yes
2095,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Hebrew,הנרי,הנרי הרביעי,No,idk
2096,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Georgian,ჰენრი,ჰენრი IV,No,idk
2097,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Latin,Henricus,Henricus IV,Yes,Yes
2098,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Latvian,Henrijs,Henrijs IV Lankasters,Yes,Yes
2099,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Lithuanian,Henrikas,Henrikas IV,Yes,Yes
2100,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Hungarian,IV.,IV. Henrik angol király,Yes,No
2101,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Macedonian,Хенри,Хенри IV,Yes,Yes
2102,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Marathi,हेन्री,हेन्री चौथा,No,idk
2103,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Egyptian Arabic,هنرى,هنرى الرابع ملك إنجلترا,Yes,Yes
2104,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Malay,Henry,Henry IV dari England,Yes,Yes
2105,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Dutch,Hendrik,Hendrik IV van Engeland,Yes,Yes
2106,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Japanese,ヘンリー4世,ヘンリー4世,No,idk
2107,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Norwegian (Bokmål),Henrik,Henrik IV av England,Yes,Yes
2108,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Occitan,Enric,Enric IV d'Anglatèrra,Yes,Yes
2109,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Polish,Henryk,Henryk IV Lancaster,Yes,Yes
2110,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Portuguese,Henrique,Henrique IV de Inglaterra,Yes,Yes
2111,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Romanian,Henric,Henric al IV-lea al Angliei,Yes,Yes
2112,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Russian,Генрих,Генрих IV,Yes,Yes
2113,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Sanskrit,हेनरी,हेनरी ४,No,idk
2114,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Scots,Henry,Henry IV o Ingland,Yes,Yes
2115,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Simple English,Henry,Henry IV of England,Yes,Yes
2116,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Slovak,Henrich,Henrich IV.,Yes,Yes
2117,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Serbian,Хенри,Хенри IV Ланкастер,Yes,Yes
2118,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Serbo-Croatian,Henry,Henry IV od Engleske,Yes,Yes
2119,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Finnish,Henrik,Henrik IV,Yes,Yes
2120,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Swedish,Henrik,Henrik IV av England,Yes,Yes
2121,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Thai,พระเจ้าเฮนรีที่,พระเจ้าเฮนรีที่ 4 แห่งอังกฤษ,No,idk
2122,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Turkish,IV.,IV. Henry,Yes,No
2123,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Ukrainian,Генріх,Генріх IV,Yes,Yes
2124,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Urdu,ہنری,ہنری چہارم شاہ انگلستان,Yes,Yes
2125,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Vietnamese,Henry,Henry IV của Anh,Yes,Yes
2126,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Wu,亨利四世,亨利四世,No,idk
2127,Henry,Henry IV of England,https://en.wikipedia.org/wiki/Henry_IV_of_England,Chinese,亨利四世,亨利四世,No,idk
2128,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Afrikaans,Hendrik,Hendrik V van Engeland,Yes,Yes
2129,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Anglo-Saxon,Henry,Henry V Englalandes,Yes,Yes
2130,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Arabic,هنري,هنري الخامس ملك إنجلترا,Yes,Yes
2131,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Asturian,Enrique,Enrique V d'Inglaterra,Yes,Yes
2132,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Southern Azerbaijani,بئشینجی,بئشینجی هنری,Yes,No
2133,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Min Nan,Henry,Henry 5-sè,Yes,Yes
2134,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Belarusian,Генрых,Генрых V,Yes,Yes
2135,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Bulgarian,Хенри,Хенри V,Yes,Yes
2136,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Bosnian,Henrik,Henrik V,Yes,Yes
2137,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Breton,Herri,Herri V,Yes,Yes
2138,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Catalan,Enric,Enric V d'Anglaterra,Yes,Yes
2139,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Czech,Jindřich,Jindřich V. Plantagenet,Yes,Yes
2140,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Welsh,Harri,Harri V,Yes,Yes
2141,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Danish,Henrik,Henrik 5. af England,Yes,Yes
2142,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,German,Heinrich,Heinrich V.,Yes,Yes
2143,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Estonian,Henry,Henry V,Yes,Yes
2144,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Greek,Ερρίκος,Ερρίκος Ε΄ της Αγγλίας,Yes,Yes
2145,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Spanish,Enrique,Enrique V de Inglaterra,Yes,Yes
2146,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Esperanto,Henriko,Henriko la 5-a,Yes,Yes
2147,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Basque,Henrike,Henrike V.a Ingalaterrakoa,Yes,Yes
2148,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Persian,هنری,هنری پنجم,Yes,Yes
2149,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,French,Henri,Henri V,Yes,Yes
2150,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Irish,Anraí,Anraí V Shasana,Yes,Yes
2151,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Galician,Henrique,Henrique V de Inglaterra,Yes,Yes
2152,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Korean,헨리,헨리 5세,No,idk
2153,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Armenian,Հենրի,Հենրի V,No,idk
2154,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Hindi,इंग्लैंड,इंग्लैंड के हेनरी पंचम,No,idk
2155,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Upper Sorbian,Hendrich,Hendrich V.,Yes,Yes
2156,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Croatian,Henrik,Henrik V.,Yes,Yes
2157,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Ido,Henry,Henry la 5ma di Anglia,Yes,Yes
2158,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Indonesian,Henry,Henry V dari Inggris,Yes,Yes
2159,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Icelandic,Hinrik,Hinrik 5. Englandskonungur,Yes,Yes
2160,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Italian,Enrico,Enrico V d'Inghilterra,Yes,Yes
2161,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Hebrew,הנרי,הנרי החמישי,No,idk
2162,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Georgian,ჰენრი,ჰენრი V,No,idk
2163,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Latin,Henricus,Henricus V,Yes,Yes
2164,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Latvian,Henrijs,Henrijs V Lankasters,Yes,Yes
2165,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Hungarian,V.,V. Henrik angol király,Yes,No
2166,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Macedonian,Хенри,Хенри V,Yes,Yes
2167,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Marathi,हेन्री,हेन्री पाचवा,No,idk
2168,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Egyptian Arabic,هنرى,هنرى الخامس ملك إنجلترا,Yes,Yes
2169,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Mazandarani,هنری,هنری پنجم,Yes,Yes
2170,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Malay,Henry,Henry V dari England,Yes,Yes
2171,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Dutch,Hendrik,Hendrik V van Engeland,Yes,Yes
2172,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Japanese,ヘンリー5世,ヘンリー5世,No,idk
2173,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Norwegian (Bokmål),Henrik,Henrik V av England,Yes,Yes
2174,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Norman,Henri,Henri V d'Angleterre,Yes,Yes
2175,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Occitan,Enric,Enric V d'Anglatèrra,Yes,Yes
2176,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Polish,Henryk,Henryk V Lancaster,Yes,Yes
2177,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Portuguese,Henrique,Henrique V de Inglaterra,Yes,Yes
2178,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Romanian,Henric,Henric al V-lea al Angliei,Yes,Yes
2179,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Russian,Генрих,Генрих V,Yes,Yes
2180,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Sanskrit,हेनरी,हेनरी ५,No,idk
2181,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Scots,Henry,Henry V o Ingland,Yes,Yes
2182,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Simple English,Henry,Henry V of England,Yes,Yes
2183,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Slovak,Henrich,Henrich V.,Yes,Yes
2184,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Slovene,Henrik,Henrik V. Angleški,Yes,Yes
2185,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Serbian,Хенри,Хенри V Ланкастер,Yes,Yes
2186,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Serbo-Croatian,Henry,Henry V od Engleske,Yes,Yes
2187,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Finnish,Henrik,Henrik V,Yes,Yes
2188,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Swedish,Henrik,Henrik V av England,Yes,Yes
2189,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Thai,พระเจ้าเฮนรีที่,พระเจ้าเฮนรีที่ 5 แห่งอังกฤษ,No,idk
2190,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Turkish,V.,V. Henry,Yes,No
2191,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Ukrainian,Генріх,Генріх V,Yes,Yes
2192,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Urdu,ہنری,ہنری پنجم شاہ انگلستان,Yes,Yes
2193,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Vietnamese,Henry,Henry V của Anh,Yes,Yes
2194,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Wu,亨利五世,亨利五世,No,idk
2195,Henry,Henry V of England,https://en.wikipedia.org/wiki/Henry_V_of_England,Chinese,亨利五世,亨利五世,No,idk
2196,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Afrikaans,Hendrik,Hendrik VI van Engeland,Yes,Yes
2197,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Arabic,هنري,هنري السادس ملك إنجلترا,Yes,Yes
2198,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Aragonese,Henrique,Henrique VI d'Anglaterra,Yes,Yes
2199,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Min Nan,Henry,Henry 6-sè,Yes,Yes
2200,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Belarusian,Генрых,Генрых VI,Yes,Yes
2201,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Bulgarian,Хенри,Хенри VI,Yes,Yes
2202,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Bosnian,Henrik,Henrik VI,Yes,Yes
2203,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Breton,Herri,Herri VI,Yes,Yes
2204,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Catalan,Enric,Enric VI d'Anglaterra,Yes,Yes
2205,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Czech,Jindřich,Jindřich VI. Anglický,Yes,Yes
2206,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Welsh,Harri,Harri VI,Yes,Yes
2207,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Danish,Henrik,Henrik 6. af England,Yes,Yes
2208,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,German,Heinrich,Heinrich VI.,Yes,Yes
2209,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Estonian,Henry,Henry VI,Yes,Yes
2210,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Greek,Ερρίκος,Ερρίκος ΣΤ΄ της Αγγλίας,Yes,Yes
2211,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Spanish,Enrique,Enrique VI de Inglaterra,Yes,Yes
2212,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Esperanto,Henriko,Henriko la 6-a,Yes,Yes
2213,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Basque,Henrike,Henrike VI.a Ingalaterrakoa,Yes,Yes
2214,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Persian,هنری,هنری ششم انگلستان,Yes,Yes
2215,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,French,Henri,Henri VI,Yes,Yes
2216,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Irish,Anraí,Anraí VI Shasana,Yes,Yes
2217,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Galician,Henrique,Henrique VI de Inglaterra,Yes,Yes
2218,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Korean,헨리,헨리 6세,No,idk
2219,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Armenian,Հենրի,Հենրի VI,No,idk
2220,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Hindi,हेनरी,हेनरी ६,No,idk
2221,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Croatian,Henrik,Henrik VI.,Yes,Yes
2222,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Ido,Henry,Henry la 6ma di Anglia,Yes,Yes
2223,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Indonesian,Henry,Henry VI dari Inggris,Yes,Yes
2224,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Interlingua,Henrico,Henrico VI de Anglaterra,Yes,Yes
2225,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Icelandic,Hinrik,Hinrik 6. Englandskonungur,Yes,Yes
2226,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Italian,Enrico,Enrico VI d'Inghilterra,Yes,Yes
2227,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Hebrew,הנרי,הנרי השישי,No,idk
2228,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Georgian,ჰენრი,ჰენრი VI,No,idk
2229,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Kazakh,Генрих,Генрих VI,Yes,No
2230,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Latin,Henricus,Henricus VI,Yes,Yes
2231,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Latvian,Henrijs,Henrijs VI Lankasters,Yes,Yes
2232,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Hungarian,VI.,VI. Henrik angol király,Yes,No
2233,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Macedonian,Хенри,Хенри VI,Yes,Yes
2234,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Marathi,हेन्री,हेन्री सहावा,No,idk
2235,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Egyptian Arabic,هنرى,هنرى الساتت ملك إنجلترا,Yes,Yes
2236,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Malay,Henry,Henry VI dari England,Yes,Yes
2237,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Dutch,Hendrik,Hendrik VI van Engeland,Yes,Yes
2238,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Japanese,ヘンリー6世,ヘンリー6世,No,idk
2239,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Norwegian (Bokmål),Henrik,Henrik VI av England,Yes,Yes
2240,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Occitan,Enric,Enric VI d'Anglatèrra,Yes,Yes
2241,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Polish,Henryk,Henryk VI Lancaster,Yes,Yes
2242,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Portuguese,Henrique,Henrique VI de Inglaterra,Yes,Yes
2243,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Romanian,Henric,Henric al VI-lea al Angliei,Yes,Yes
2244,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Russian,Генрих,Генрих VI,Yes,Yes
2245,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Sanskrit,हेनरी,हेनरी ६,No,idk
2246,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Scots,Henry,Henry VI o Ingland,Yes,Yes
2247,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Simple English,Henry,Henry VI of England,Yes,Yes
2248,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Slovak,Henrich,Henrich VI.,Yes,Yes
2249,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Slovene,Henrik,Henrik VI. Angleški,Yes,Yes
2250,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Serbian,Хенри,Хенри VI Ланкастер,Yes,Yes
2251,Henry,Henry VI of England,https://en.wikipedia.org/wiki/Henry_VI_of_England,Serbo-Croatian,Henry,Henry VI od Engleske,Yes,Yes
